start_timestamp,end_timestamp,stages,quality_indicators
1716415943,1716436403,4444444444444444444422222222222222222222222222222222222222222222222211111111122222222222222222222222222222222222222222222222222222222222222233333333333333344244422222222222222222222111111111111111111111111111111111111111111111111111111111111111111111111111222222222222222333333333333333333333333332222222222222222222222222222222222222222222222222222222222222222221122222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222111111111111111111122222222222222222222222222222222222222222222333333222222222222222222222222222222222222222334444444444444444444444444442222222222224444422224224442222222222222224422224422222222222222222222444,3333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333
1716505806,1716527046,444444222222222222222222222224422222222222222242222222211111111111111111111111111111111111111111111114442222222222222222222222222222222222222222222222222222222222222222222222211111111334443322444444444444444444444444444422444211111111111111114422222222222244422244422211111111111114111111111111111111112222222222222222222222222222222222222224422222333333333332222222222222222222222222222222222222442222443333334332222422222223223322222222222222222222222222222222222222222222222222222222222222222222222223333333333333333333333333333333333333333333333333333333332222222222442222222222222222222222222222222223333343444444444433333333333333333322222223333333333333333333333333333333333333333333333333333344444444,333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333
1716581761,1716592441,44444440000000000000000000000000000022222222222222222222222222111111111111111111111111111111111111111111122222222222222222222233333333333333333333333333333333333333322442222222222222222222222222222222222222222422222222222222222222222222222222442242222222222222222222222244222222222222222222222222211111111111111111113333343333333333333333333333333333333333,33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333
1716598381,1716606301,222222222222222222222222222222222222222222222222222222222222222222222222222242444444422222222222222222222211111111111111111111111111111111111144222222222222222222222222222111111111111111111111114422222222222222222222223333333333344444444333344444444443333333333333,333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333
1716929029,1716954888,4444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444222222222222222222222222223333333333333333333333333334444422222224424244444444424444444442222222222222222222222222222222222221111111111111111111111111111111111111111111111333333333333222222222222222223333333333322244444422222222222332243444444444333334444444444444444444,3333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333
