timestamp,value,body_position,quality_indicator
1716368975,249,1,4
1716368980,6396,1,4
1716368985,381,1,4
1716368990,112,1,4
1716368995,126,1,4
1716369000,1107,1,4
1716369005,349,1,4
1716369010,159,1,4
1716369015,106,1,4
1716369020,67,1,4
1716369025,972,1,4
1716369030,1877,1,4
1716369035,582,1,4
1716369040,593,1,4
1716369045,827,1,4
1716369050,5330,1,4
1716369055,578,1,4
1716369060,1109,1,4
1716369065,70,1,4
1716369070,62,1,4
1716369075,61,1,4
1716369080,106,1,4
1716369085,174,1,4
1716369090,951,1,4
1716369095,368,1,4
1716369100,5042,1,4
1716369105,700,1,4
1716369110,143,1,4
1716369115,255,1,4
1716369120,357,1,4
1716369125,680,1,4
1716369130,3342,1,4
1716369135,3738,1,4
1716369140,3233,1,4
1716369145,1627,1,4
1716369150,3431,1,4
1716369155,637,1,4
1716369160,9230,1,4
1716369165,1674,1,4
1716369170,646,1,4
1716369175,1793,1,4
1716369180,1301,1,4
1716369185,427,1,4
1716369190,824,1,4
1716369195,1475,1,4
1716369200,2694,1,4
1716369205,4492,1,4
1716369210,3309,1,4
1716369215,205,1,4
1716369220,187,1,4
1716369225,743,1,4
1716369230,8820,1,4
1716369235,2279,1,4
1716369240,6236,1,4
1716369245,5011,1,4
1716369250,3848,1,4
1716369255,2609,1,4
1716369260,6121,1,4
1716369265,3828,1,4
1716369270,6934,1,4
1716369275,423,1,4
1716369280,487,1,4
1716369285,2996,1,4
1716369290,1102,1,4
1716369295,1743,1,4
1716369300,1844,1,4
1716369305,1014,1,4
1716369310,3089,1,4
1716369315,435,1,4
1716369320,1332,1,4
1716369325,1346,1,4
1716369330,607,1,4
1716369335,670,1,4
1716369340,345,1,4
1716369345,2997,1,4
1716369350,80,1,4
1716369355,1681,1,4
1716369360,2571,1,4
1716369365,112,1,4
1716369370,841,1,4
1716369375,120,1,4
1716369380,127,1,4
1716369385,433,1,4
1716369390,213,1,4
1716369395,475,1,4
1716369400,1521,1,4
1716369405,139,1,4
1716369410,82,1,4
1716369415,1914,1,4
1716369420,730,1,4
1716369425,321,1,4
1716369430,377,1,4
1716369435,712,1,4
1716369440,589,1,4
1716369445,651,1,4
1716369450,631,1,4
1716369455,259,1,4
1716369460,3505,1,4
1716369465,506,1,4
1716369470,463,1,4
1716369475,3169,1,4
1716369480,157,1,4
1716369485,127,1,4
1716369490,117,1,4
1716369495,144,1,4
1716369500,5279,1,4
1716369505,613,1,4
1716369510,78,1,4
1716369515,68,1,4
1716369520,80,1,4
1716369525,80,1,4
1716369530,63,1,4
1716369535,153,1,4
1716369540,135,1,4
1716369545,139,1,4
1716369550,114,1,4
1716369555,94,1,4
1716369560,54,1,4
1716369565,58,1,4
1716369570,72,1,4
1716369575,1331,1,4
1716369580,1206,1,4
1716369585,293,1,4
1716369590,85,1,4
1716369595,307,1,4
1716369600,152,1,4
1716369605,1451,1,4
1716369610,411,1,4
1716369615,73,1,4
1716369620,69,1,4
1716369625,128,1,4
1716369630,231,1,4
1716369635,70,1,4
1716369640,71,1,4
1716369645,73,1,4
1716369650,76,1,4
1716369655,62,1,4
1716369660,108,1,4
1716369665,207,1,4
1716369670,161,1,4
1716369675,122,1,4
1716369680,88,1,4
1716369685,77,1,4
1716369690,77,1,4
1716369695,371,1,4
1716369700,708,1,4
1716369705,165,1,4
1716369710,114,1,4
1716369715,208,1,4
1716369720,281,1,4
1716369725,201,1,4
1716369730,323,1,4
1716369735,134,1,4
1716369740,248,1,4
1716369745,2147,1,4
1716369750,469,1,4
1716369755,63,1,4
1716369760,80,1,4
1716369765,59,1,4
1716369770,63,1,4
1716369775,3649,1,4
1716369780,1592,1,4
1716369785,3275,1,4
1716369790,788,1,4
1716369795,532,1,4
1716369800,9155,1,4
1716369805,4903,1,4
1716369810,2470,1,4
1716369815,1868,1,4
1716369820,392,1,4
1716369825,278,1,4
1716369830,230,1,4
1716369835,536,1,4
1716369840,434,1,4
1716369845,2163,1,4
1716369850,483,1,4
1716369855,1684,1,4
1716369860,2074,1,4
1716369865,3589,1,4
1716369870,540,1,4
1716369875,4297,1,4
1716369880,700,1,4
1716369885,2418,1,4
1716369890,213,1,4
1716369895,174,1,4
1716369900,232,1,4
1716369905,3815,1,4
1716369910,161,1,4
1716369915,218,1,4
1716369920,4052,1,4
1716369925,6596,1,4
1716369930,1764,1,4
1716369935,866,1,4
1716369940,2892,1,4
1716369945,1371,1,4
1716369950,256,1,4
1716369955,2579,1,4
1716369960,595,1,4
1716369965,206,1,4
1716369970,356,1,4
1716369975,2209,1,4
1716369980,690,1,4
1716369985,374,1,4
1716369990,2495,1,4
1716369995,4857,1,4
1716370000,7004,1,4
1716370005,2202,1,4
1716370010,1218,1,4
1716370015,3296,1,4
1716370020,6064,1,4
1716370025,3334,1,4
1716370030,915,1,4
1716370035,2330,1,4
1716370040,3614,1,4
1716370045,2269,1,4
1716370050,509,1,4
1716370055,308,1,4
1716370060,827,1,4
1716370065,4308,1,4
1716370070,2338,1,4
1716370075,4384,1,4
1716370080,2064,1,4
1716370085,2599,1,4
1716370090,2269,1,4
1716370095,1185,1,4
1716370100,2528,1,4
1716370105,2094,1,4
1716370110,2547,1,4
1716370115,1962,1,4
1716370120,1871,1,4
1716370125,4119,1,4
1716370130,4138,1,4
1716370135,882,1,4
1716370140,4023,1,4
1716370145,2129,1,4
1716370150,4393,1,4
1716370155,2860,1,4
1716370160,1236,1,4
1716370165,4507,1,4
1716370170,912,1,4
1716370175,329,1,4
1716370180,388,1,4
1716370185,246,1,4
1716370190,4659,1,4
1716370195,4093,1,4
1716370200,6828,1,4
1716370205,13480,1,4
1716370210,3322,1,4
1716370215,157,1,4
1716370220,45,1,4
1716370225,335,1,4
1716370230,79,1,4
1716370235,125,1,4
1716370240,100,1,4
1716370245,111,1,4
1716370250,249,1,4
1716370255,311,1,4
1716370260,3112,1,4
1716370265,1668,1,4
1716370270,179,1,4
1716370275,414,1,4
1716370280,201,1,4
1716370285,210,1,4
1716370290,370,1,4
1716370295,5150,1,4
1716370300,2178,1,4
1716370305,3485,1,4
1716370310,4218,1,4
1716370315,1104,1,4
1716370320,1154,1,4
1716370325,2832,1,4
1716370330,1364,1,4
1716370335,308,1,4
1716370340,1764,1,4
1716370345,6861,1,4
1716370350,1562,1,4
1716370355,2519,1,4
1716370360,3559,1,4
1716370365,3496,1,4
1716370370,5524,1,4
1716370375,4683,1,4
1716370380,1583,1,4
1716370385,1950,1,4
1716370390,1332,1,4
1716370395,1717,1,4
1716370400,492,1,4
1716370405,235,1,4
1716370410,143,1,4
1716370415,96,1,4
1716370420,136,1,4
1716370425,73,1,4
1716370430,1062,1,4
1716370435,317,1,4
1716370440,171,1,4
1716370445,149,1,4
1716370450,970,1,4
1716370455,877,1,4
1716370460,289,1,4
1716370465,173,1,4
1716370470,234,1,4
1716370475,89,1,4
1716370480,181,1,4
1716370485,140,1,4
1716370490,1462,1,4
1716370495,374,1,4
1716370500,273,1,4
1716370505,1375,1,4
1716370510,407,1,4
1716370515,1864,1,4
1716370520,943,1,4
1716370525,1456,1,4
1716370530,4021,1,4
1716370535,2904,1,4
1716370540,4309,1,4
1716370545,2773,1,4
1716370550,332,1,4
1716370555,281,1,4
1716370560,2434,1,4
1716370565,3037,1,4
1716370570,1834,1,4
1716370575,136,1,4
1716370580,195,1,4
1716370585,194,1,4
1716370590,151,1,4
1716370595,170,1,4
1716370600,1280,1,4
1716370605,288,1,4
1716370610,147,1,4
1716370615,5299,1,4
1716370620,113,1,4
1716370625,140,1,4
1716370630,213,1,4
1716370635,90,1,4
1716370640,74,1,4
1716370645,91,1,4
1716370650,9151,1,4
1716370655,3764,1,4
1716370660,515,1,4
1716370665,2363,1,4
1716370670,4506,1,4
1716370675,6309,1,4
1716370680,6213,1,4
1716370685,5294,1,4
1716370690,62,1,4
1716370695,86,1,4
1716370700,106,1,4
1716370705,3586,1,4
1716370710,11780,1,4
1716370715,982,1,4
1716370720,285,1,4
1716370725,1391,1,4
1716370730,205,1,4
1716370735,76,1,4
1716370740,107,1,4
1716370745,125,1,4
1716370750,82,1,4
1716370755,80,1,4
1716370760,205,1,4
1716370765,184,1,4
1716370770,101,1,4
1716370775,67,1,4
1716370780,4383,1,4
1716370785,4580,1,4
1716370790,3146,1,4
1716370795,700,1,4
1716370800,373,1,4
1716370805,2344,1,4
1716370810,1873,1,4
1716370815,2290,1,4
1716370820,2813,1,4
1716370825,4128,1,4
1716370830,2035,1,4
1716370835,2792,1,4
1716370840,1430,1,4
1716370845,6533,1,4
1716370850,8397,1,4
1716370855,4965,1,4
1716370860,4610,1,4
1716370865,174,1,4
1716370870,100,1,4
1716370875,96,1,4
1716370880,95,1,4
1716370885,4062,1,4
1716370890,3105,1,4
1716370895,7350,1,4
1716370900,2046,1,4
1716370905,3697,1,4
1716370910,6281,1,4
1716370915,3079,1,4
1716370920,3572,1,4
1716370925,2399,1,4
1716370930,186,1,4
1716370935,4526,1,4
1716370940,6953,1,4
1716370945,8301,1,4
1716370950,7324,1,4
1716370955,5670,1,4
1716370960,1013,1,4
1716370965,1321,1,4
1716370970,2639,1,4
1716370975,1602,1,4
1716370980,1181,1,4
1716370985,1223,1,4
1716370990,97,1,4
1716370995,3015,1,4
1716371000,1108,1,4
1716371005,458,1,4
1716371010,1189,1,4
1716371015,2627,1,4
1716371020,1955,1,4
1716371025,1906,1,4
1716371030,2382,1,4
1716371035,1261,1,4
1716371040,5112,1,4
1716371045,2439,1,4
1716371050,11444,1,4
1716371055,2209,1,4
1716371060,1881,1,4
1716371065,1362,1,4
1716371070,1253,1,4
1716371075,1540,1,4
1716371080,1903,1,4
1716371085,5173,1,4
1716371090,1418,1,4
1716371095,268,1,4
1716371100,661,1,4
1716371105,1640,1,4
1716371110,11546,1,4
1716371115,6180,1,4
1716371120,200,1,4
1716371125,85,1,4
1716371130,124,1,4
1716371135,194,1,4
1716371140,4269,1,4
1716371145,4290,1,4
1716371150,2010,1,4
1716371155,4540,1,4
1716371160,1825,1,4
1716371165,5782,1,4
1716371170,6231,1,4
1716371175,2676,1,4
1716371180,1659,1,4
1716371185,5895,1,4
1716371190,1543,1,4
1716371195,420,1,4
1716371200,389,1,4
1716371205,6212,1,4
1716371210,3858,1,4
1716371215,3226,1,4
1716371220,8031,1,4
1716371225,922,1,4
1716371230,3403,1,4
1716371235,3232,1,4
1716371240,2343,1,4
1716371245,2525,1,4
1716371250,966,1,4
1716371255,2462,1,4
1716371260,4159,1,4
1716371265,8448,1,4
1716371270,5135,1,4
1716371275,2054,1,4
1716371280,2458,1,4
1716371285,735,1,4
1716371290,1237,1,4
1716371295,5938,1,4
1716371300,3073,1,4
1716371305,4341,1,4
1716371310,3824,1,4
1716371315,2978,1,4
1716371320,2896,1,4
1716371325,4236,1,4
1716371330,338,1,4
1716371335,6172,1,4
1716371340,4696,1,4
1716371345,269,1,4
1716371350,867,1,4
1716371355,3872,1,4
1716371360,970,1,4
1716371365,5016,1,4
1716371370,1930,1,4
1716371375,537,1,4
1716371380,303,1,4
1716371385,479,1,4
1716371390,980,1,4
1716371395,618,1,4
1716371400,2479,1,4
1716371405,602,1,4
1716371410,299,1,4
1716371415,237,1,4
1716371420,4390,1,4
1716371425,9410,1,4
1716371430,4294,1,4
1716371435,789,1,4
1716371440,2404,1,4
1716371445,2551,1,4
1716371450,3434,1,4
1716371455,4058,1,4
1716371460,1887,1,4
1716371465,4040,1,4
1716371470,7636,1,4
1716371475,5471,1,4
1716371480,3899,1,4
1716371485,3708,1,4
1716371490,2578,1,4
1716371495,1695,1,4
1716371500,4838,1,4
1716371505,6227,1,4
1716371510,1285,1,4
1716371515,5438,1,4
1716371520,5557,1,4
1716371525,5179,1,4
1716371530,4764,1,4
1716371535,4940,1,4
1716371540,10698,1,4
1716371545,204,1,4
1716371550,270,1,4
1716371555,681,1,4
1716371560,117,1,4
1716371565,510,1,4
1716371570,1872,1,4
1716371575,3754,1,4
1716371580,5737,1,4
1716371585,2382,1,4
1716371590,4313,1,4
1716371595,5287,1,4
1716371600,3704,1,4
1716371605,5394,1,4
1716371610,5540,1,4
1716371615,1019,1,4
1716371620,3837,1,4
1716371625,1480,1,4
1716371630,3936,1,4
1716371635,281,1,4
1716371640,6485,1,4
1716371645,5227,1,4
1716371650,2748,1,4
1716371655,7784,1,4
1716371660,3128,1,4
1716371665,7047,1,4
1716371670,5514,1,4
1716371675,1562,1,4
1716371680,1282,1,4
1716371685,771,1,4
1716371690,526,1,4
1716371695,531,1,4
1716371700,400,1,4
1716371705,1175,1,4
1716371710,335,1,4
1716371715,239,1,4
1716371720,298,1,4
1716371725,539,1,4
1716371730,3425,1,4
1716371735,700,1,4
1716371740,681,1,4
1716371745,2744,1,4
1716371750,1932,1,4
1716371755,91,1,4
1716371760,158,1,4
1716371765,92,1,4
1716371770,167,1,4
1716371775,7283,1,4
1716371780,8257,1,4
1716371785,4483,1,4
1716371790,4142,1,4
1716371795,2846,1,4
1716371800,3522,1,4
1716371805,8378,1,4
1716371810,9775,1,4
1716371815,10417,1,4
1716371820,2206,1,4
1716371825,7960,1,4
1716371830,2884,1,4
1716371835,314,1,4
1716371840,231,1,4
1716371845,263,1,4
1716371850,335,1,4
1716371855,375,1,4
1716371860,293,1,4
1716371865,4709,1,4
1716371870,4394,1,4
1716371875,3840,1,4
1716371880,3909,1,4
1716371885,3568,1,4
1716371890,7905,1,4
1716371895,9612,1,4
1716371900,6032,1,4
1716371905,8934,1,4
1716371910,7735,1,4
1716371915,9979,1,4
1716371920,4664,1,4
1716371925,14200,1,4
1716371930,9222,1,4
1716371935,13281,1,4
1716371940,1848,1,4
1716371945,100,1,4
1716371950,62,1,4
1716371955,80,1,4
1716371960,59,1,4
1716371965,2433,1,4
1716371970,1944,1,4
1716371975,931,1,4
1716371980,576,1,4
1716371985,195,1,4
1716371990,326,1,4
1716371995,988,1,4
1716372000,558,1,4
1716372005,257,1,4
1716372010,233,1,4
1716372015,181,1,4
1716372020,230,1,4
1716372025,151,1,4
1716372030,296,1,4
1716372035,125,1,4
1716372040,3828,1,4
1716372045,69,1,4
1716372050,67,1,4
1716372055,62,1,4
1716372060,1450,1,4
1716372065,11003,1,4
1716372070,678,1,4
1716372075,7183,1,4
1716372080,150,1,4
1716372085,58,1,4
1716372090,69,1,4
1716372095,72,1,4
1716372100,65,1,4
1716372105,43,1,4
1716372110,55,1,4
1716372115,3451,1,4
1716372120,310,1,4
1716372125,348,1,4
1716372130,1766,1,4
1716372135,172,1,4
1716372140,124,1,4
1716372145,133,1,4
1716372150,976,1,4
1716372155,1006,1,4
1716372160,171,1,4
1716372165,122,1,4
1716372170,107,1,4
1716372175,1137,1,4
1716372180,339,1,4
1716372185,554,1,4
1716372190,196,1,4
1716372195,4804,1,4
1716372200,81,1,4
1716372205,53,1,4
1716372210,64,1,4
1716372215,73,1,4
1716372220,52,1,4
1716372225,1843,1,4
1716372230,166,1,4
1716372235,55,1,4
1716372240,4706,1,4
1716372245,613,1,4
1716372250,267,1,4
1716372255,173,1,4
1716372260,152,1,4
1716372265,315,1,4
1716372270,3496,1,4
1716372275,124,1,4
1716372280,1883,1,4
1716372285,86,1,4
1716372290,513,1,4
1716372295,163,1,4
1716372300,102,1,4
1716372305,69,1,4
1716372310,63,1,4
1716372315,302,1,4
1716372320,247,1,4
1716372325,102,1,4
1716372330,1651,1,4
1716372335,170,1,4
1716372340,76,1,4
1716372345,60,1,4
1716372350,4584,1,4
1716372355,1818,1,4
1716372360,686,1,4
1716372365,696,1,4
1716372370,390,1,4
1716372375,660,1,4
1716372380,529,1,4
1716372385,2672,1,4
1716372390,373,1,4
1716372395,454,1,4
1716372400,1936,1,4
1716372405,1692,1,4
1716372410,1471,1,4
1716372415,1367,1,4
1716372420,1357,1,4
1716372425,2150,1,4
1716372430,56,1,4
1716372435,206,1,4
1716372440,159,1,4
1716372445,111,1,4
1716372450,74,1,4
1716372455,82,1,4
1716372460,73,1,4
1716372465,99,1,4
1716372470,302,1,4
1716372475,190,1,4
1716372480,111,1,4
1716372485,116,1,4
1716372490,114,1,4
1716372495,91,1,4
1716372500,86,1,4
1716372505,102,1,4
1716372510,94,1,4
1716372515,85,1,4
1716372520,82,1,4
1716372525,84,1,4
1716372530,77,1,4
1716372535,90,1,4
1716372540,83,1,4
1716372545,83,1,4
1716372550,141,1,4
1716372555,93,1,4
1716372560,130,1,4
1716372565,5651,1,4
1716372570,1785,1,4
1716372575,3582,1,4
1716372580,4685,1,4
1716372585,1462,1,4
1716372590,2341,1,4
1716372595,2170,1,4
1716372600,1789,1,4
1716372605,931,1,4
1716372610,2741,1,4
1716372615,2835,1,4
1716372620,1353,1,4
1716372625,2180,1,4
1716372630,4881,1,4
1716372635,7830,1,4
1716372640,5739,1,4
1716372645,11754,1,4
1716372650,7681,1,4
1716372655,1037,1,4
1716372660,409,1,4
1716372665,277,1,4
1716372670,612,1,4
1716372675,2422,1,4
1716372680,279,1,4
1716372685,137,1,4
1716372690,284,1,4
1716372695,358,1,4
1716372700,201,1,4
1716372705,2655,1,4
1716372710,6614,1,4
1716372715,1831,1,4
1716372720,176,1,4
1716372725,154,1,4
1716372730,1123,1,4
1716372735,397,1,4
1716372740,177,1,4
1716372745,4354,1,4
1716372750,1307,1,4
1716372755,185,1,4
1716372760,142,1,4
1716372765,177,1,4
1716372770,92,1,4
1716372775,261,1,4
1716372780,107,1,4
1716372785,6210,1,4
1716372790,2767,1,4
1716372795,5797,1,4
1716372800,1125,1,4
1716372805,3076,1,4
1716372810,3186,1,4
1716372815,2070,1,4
1716372820,5195,1,4
1716372825,1137,1,4
1716372830,2487,1,4
1716372835,1554,1,4
1716372840,2063,1,4
1716372845,2012,1,4
1716372850,2000,1,4
1716372855,497,1,4
1716372860,449,1,4
1716372865,281,1,4
1716372870,2479,1,4
1716372875,4569,1,4
1716372880,5585,1,4
1716372885,953,1,4
1716372890,3551,1,4
1716372895,717,1,4
1716372900,6946,1,4
1716372905,4719,1,4
1716372910,2163,1,4
1716372915,9330,1,4
1716372920,678,1,4
1716372925,260,1,4
1716372930,380,1,4
1716372935,2702,1,4
1716372940,438,1,4
1716372945,77,1,4
1716372950,2499,1,4
1716372955,978,1,4
1716372960,432,1,4
1716372965,1678,1,4
1716372970,189,1,4
1716372975,103,1,4
1716372980,90,1,4
1716372985,113,1,4
1716372990,93,1,4
1716372995,103,1,4
1716373000,107,1,4
1716373005,106,1,4
1716373010,78,1,4
1716373015,94,1,4
1716373020,130,1,4
1716373025,123,1,4
1716373030,125,1,4
1716373035,143,1,4
1716373040,113,1,4
1716373045,134,1,4
1716373050,137,1,4
1716373055,147,1,4
1716373060,135,1,4
1716373065,2582,1,4
1716373070,104,1,4
1716373075,250,1,4
1716373080,5994,1,4
1716373085,6066,1,4
1716373090,4222,1,4
1716373095,118,1,4
1716373100,2589,1,4
1716373105,4657,1,4
1716373110,100,1,4
1716373115,5757,1,4
1716373120,84,1,4
1716373125,122,1,4
1716373130,164,1,4
1716373135,78,1,4
1716373140,83,1,4
1716373145,78,1,4
1716373150,111,1,4
1716373155,4301,1,4
1716373160,217,1,4
1716373165,94,1,4
1716373170,59,1,4
1716373175,141,1,4
1716373180,56,1,4
1716373185,83,1,4
1716373190,72,1,4
1716373195,1666,1,4
1716373200,2566,1,4
1716373205,75,1,4
1716373210,427,1,4
1716373215,119,1,4
1716373220,176,1,4
1716373225,186,1,4
1716373230,121,1,4
1716373235,144,1,4
1716373240,177,1,4
1716373245,170,1,4
1716373250,113,1,4
1716373255,394,1,4
1716373260,1085,1,4
1716373265,682,1,4
1716373270,868,1,4
1716373275,411,1,4
1716373280,318,1,4
1716373285,468,1,4
1716373290,541,1,4
1716373295,4317,1,4
1716373300,4812,1,4
1716373305,2699,1,4
1716373310,3480,1,4
1716373315,1284,1,4
1716373320,3950,1,4
1716373325,3316,1,4
1716373330,5874,1,4
1716373335,3902,1,4
1716373340,3755,1,4
1716373345,2629,1,4
1716373350,122,1,4
1716373355,2939,1,4
1716373360,2243,1,4
1716373365,555,1,4
1716373370,3226,1,4
1716373375,1900,1,4
1716373380,2216,1,4
1716373385,2537,1,4
1716373390,1065,1,4
1716373395,747,1,4
1716373400,867,1,4
1716373405,702,1,4
1716373410,1632,1,4
1716373415,854,1,4
1716373420,1020,1,4
1716373425,787,1,4
1716373430,2991,1,4
1716373435,1075,1,4
1716373440,1338,1,4
1716373445,176,1,4
1716373450,126,1,4
1716373455,145,1,4
1716373460,222,1,4
1716373465,133,1,4
1716373470,162,1,4
1716373475,153,1,4
1716373480,146,1,4
1716373485,107,1,4
1716373490,120,1,4
1716373495,5702,1,4
1716373500,1958,1,4
