timestamp_unix,timestamp_iso,participant_full_id,activity_class,missing_value_reason
1716336000000,2024-05-22T00:00:00Z,101-1-1-0005,,device_not_recording
1716336060000,2024-05-22T00:01:00Z,101-1-1-0005,,device_not_recording
1716336120000,2024-05-22T00:02:00Z,101-1-1-0005,,device_not_recording
1716336180000,2024-05-22T00:03:00Z,101-1-1-0005,,device_not_recording
1716336240000,2024-05-22T00:04:00Z,101-1-1-0005,,device_not_recording
1716336300000,2024-05-22T00:05:00Z,101-1-1-0005,,device_not_recording
1716336360000,2024-05-22T00:06:00Z,101-1-1-0005,,device_not_recording
1716336420000,2024-05-22T00:07:00Z,101-1-1-0005,,device_not_recording
1716336480000,2024-05-22T00:08:00Z,101-1-1-0005,,device_not_recording
1716336540000,2024-05-22T00:09:00Z,101-1-1-0005,,device_not_recording
1716336600000,2024-05-22T00:10:00Z,101-1-1-0005,,device_not_recording
1716336660000,2024-05-22T00:11:00Z,101-1-1-0005,,device_not_recording
1716336720000,2024-05-22T00:12:00Z,101-1-1-0005,,device_not_recording
1716336780000,2024-05-22T00:13:00Z,101-1-1-0005,,device_not_recording
1716336840000,2024-05-22T00:14:00Z,101-1-1-0005,,device_not_recording
1716336900000,2024-05-22T00:15:00Z,101-1-1-0005,,device_not_recording
1716336960000,2024-05-22T00:16:00Z,101-1-1-0005,,device_not_recording
1716337020000,2024-05-22T00:17:00Z,101-1-1-0005,,device_not_recording
1716337080000,2024-05-22T00:18:00Z,101-1-1-0005,,device_not_recording
1716337140000,2024-05-22T00:19:00Z,101-1-1-0005,,device_not_recording
1716337200000,2024-05-22T00:20:00Z,101-1-1-0005,,device_not_recording
1716337260000,2024-05-22T00:21:00Z,101-1-1-0005,,device_not_recording
1716337320000,2024-05-22T00:22:00Z,101-1-1-0005,,device_not_recording
1716337380000,2024-05-22T00:23:00Z,101-1-1-0005,,device_not_recording
1716337440000,2024-05-22T00:24:00Z,101-1-1-0005,,device_not_recording
1716337500000,2024-05-22T00:25:00Z,101-1-1-0005,,device_not_recording
1716337560000,2024-05-22T00:26:00Z,101-1-1-0005,,device_not_recording
1716337620000,2024-05-22T00:27:00Z,101-1-1-0005,,device_not_recording
1716337680000,2024-05-22T00:28:00Z,101-1-1-0005,,device_not_recording
1716337740000,2024-05-22T00:29:00Z,101-1-1-0005,,device_not_recording
1716337800000,2024-05-22T00:30:00Z,101-1-1-0005,,device_not_recording
