timestamp_unix,timestamp_iso,participant_full_id,temperature_celsius,missing_value_reason
1673159580000,2023-01-08T06:33:00Z,101-1-1-0004,32.51,
1673159640000,2023-01-08T06:34:00Z,101-1-1-0004,32.51,
1673159700000,2023-01-08T06:35:00Z,101-1-1-0004,32.57,
1673159760000,2023-01-08T06:36:00Z,101-1-1-0004,32.77,
1673159820000,2023-01-08T06:37:00Z,101-1-1-0004,33.07,
1673159880000,2023-01-08T06:38:00Z,101-1-1-0004,33.35,
1673159940000,2023-01-08T06:39:00Z,101-1-1-0004,33.61,
1673160000000,2023-01-08T06:40:00Z,101-1-1-0004,33.84,
1673160060000,2023-01-08T06:41:00Z,101-1-1-0004,34.06,
1673160120000,2023-01-08T06:42:00Z,101-1-1-0004,34.22,
1673160180000,2023-01-08T06:43:00Z,101-1-1-0004,34.4,
1673160240000,2023-01-08T06:44:00Z,101-1-1-0004,34.54,
1673160300000,2023-01-08T06:45:00Z,101-1-1-0004,34.66,
1673160360000,2023-01-08T06:46:00Z,101-1-1-0004,34.75,
1673160420000,2023-01-08T06:47:00Z,101-1-1-0004,34.85,
1673160480000,2023-01-08T06:48:00Z,101-1-1-0004,34.92,
1673160540000,2023-01-08T06:49:00Z,101-1-1-0004,34.98,
1673160600000,2023-01-08T06:50:00Z,101-1-1-0004,35.03,
1673160660000,2023-01-08T06:51:00Z,101-1-1-0004,35.09,
1673160720000,2023-01-08T06:52:00Z,101-1-1-0004,35.14,
1673160780000,2023-01-08T06:53:00Z,101-1-1-0004,35.17,
1673160840000,2023-01-08T06:54:00Z,101-1-1-0004,35.2,
1673160900000,2023-01-08T06:55:00Z,101-1-1-0004,35.24,
1673160960000,2023-01-08T06:56:00Z,101-1-1-0004,35.26,
1673161020000,2023-01-08T06:57:00Z,101-1-1-0004,35.28,
1673161080000,2023-01-08T06:58:00Z,101-1-1-0004,35.29,
1673161140000,2023-01-08T06:59:00Z,101-1-1-0004,35.3,
1673161200000,2023-01-08T07:00:00Z,101-1-1-0004,35.31,
1673161260000,2023-01-08T07:01:00Z,101-1-1-0004,35.32,
1673161320000,2023-01-08T07:02:00Z,101-1-1-0004,35.34,
1673161380000,2023-01-08T07:03:00Z,101-1-1-0004,35.36,
1673161440000,2023-01-08T07:04:00Z,101-1-1-0004,35.34,
1673161500000,2023-01-08T07:05:00Z,101-1-1-0004,35.2,
1673161560000,2023-01-08T07:06:00Z,101-1-1-0004,34.97,
1673161620000,2023-01-08T07:07:00Z,101-1-1-0004,34.74,
1673161680000,2023-01-08T07:08:00Z,101-1-1-0004,34.52,
1673161740000,2023-01-08T07:09:00Z,101-1-1-0004,34.33,
1673161800000,2023-01-08T07:10:00Z,101-1-1-0004,34.14,
1673161860000,2023-01-08T07:11:00Z,101-1-1-0004,33.94,
1673161920000,2023-01-08T07:12:00Z,101-1-1-0004,33.8,
1673161980000,2023-01-08T07:13:00Z,101-1-1-0004,33.7,
1673162040000,2023-01-08T07:14:00Z,101-1-1-0004,33.61,
1673162100000,2023-01-08T07:15:00Z,101-1-1-0004,33.54,
1673162160000,2023-01-08T07:16:00Z,101-1-1-0004,33.47,
1673162220000,2023-01-08T07:17:00Z,101-1-1-0004,33.39,
1673162280000,2023-01-08T07:18:00Z,101-1-1-0004,33.31,
1673162340000,2023-01-08T07:19:00Z,101-1-1-0004,33.24,
1673162400000,2023-01-08T07:20:00Z,101-1-1-0004,33.17,
1673162460000,2023-01-08T07:21:00Z,101-1-1-0004,33.1,
1673162520000,2023-01-08T07:22:00Z,101-1-1-0004,33.0,
1673162580000,2023-01-08T07:23:00Z,101-1-1-0004,32.95,
1673162640000,2023-01-08T07:24:00Z,101-1-1-0004,32.93,
1673162700000,2023-01-08T07:25:00Z,101-1-1-0004,32.9,
1673162760000,2023-01-08T07:26:00Z,101-1-1-0004,32.89,
1673162820000,2023-01-08T07:27:00Z,101-1-1-0004,32.9,
1673162880000,2023-01-08T07:28:00Z,101-1-1-0004,32.92,
1673162940000,2023-01-08T07:29:00Z,101-1-1-0004,32.91,
1673163000000,2023-01-08T07:30:00Z,101-1-1-0004,32.89,
1673163060000,2023-01-08T07:31:00Z,101-1-1-0004,32.86,
1673163120000,2023-01-08T07:32:00Z,101-1-1-0004,32.84,
1673163180000,2023-01-08T07:33:00Z,101-1-1-0004,32.84,
1673163240000,2023-01-08T07:34:00Z,101-1-1-0004,32.81,
1673163300000,2023-01-08T07:35:00Z,101-1-1-0004,32.79,
1673163360000,2023-01-08T07:36:00Z,101-1-1-0004,32.72,
1673163420000,2023-01-08T07:37:00Z,101-1-1-0004,32.65,
1673163480000,2023-01-08T07:38:00Z,101-1-1-0004,32.61,
1673163540000,2023-01-08T07:39:00Z,101-1-1-0004,32.6,
1673163600000,2023-01-08T07:40:00Z,101-1-1-0004,32.59,
1673163660000,2023-01-08T07:41:00Z,101-1-1-0004,32.58,
1673163720000,2023-01-08T07:42:00Z,101-1-1-0004,32.65,
1673163780000,2023-01-08T07:43:00Z,101-1-1-0004,32.72,
1673163840000,2023-01-08T07:44:00Z,101-1-1-0004,32.76,
1673163900000,2023-01-08T07:45:00Z,101-1-1-0004,32.8,
1673163960000,2023-01-08T07:46:00Z,101-1-1-0004,32.85,
1673164020000,2023-01-08T07:47:00Z,101-1-1-0004,32.91,
1673164080000,2023-01-08T07:48:00Z,101-1-1-0004,32.96,
1673164140000,2023-01-08T07:49:00Z,101-1-1-0004,32.99,
1673164200000,2023-01-08T07:50:00Z,101-1-1-0004,32.98,
1673164260000,2023-01-08T07:51:00Z,101-1-1-0004,32.99,
1673164320000,2023-01-08T07:52:00Z,101-1-1-0004,33.02,
1673164380000,2023-01-08T07:53:00Z,101-1-1-0004,33.05,
1673164440000,2023-01-08T07:54:00Z,101-1-1-0004,33.05,
1673164500000,2023-01-08T07:55:00Z,101-1-1-0004,33.06,
1673164560000,2023-01-08T07:56:00Z,101-1-1-0004,33.06,
1673164620000,2023-01-08T07:57:00Z,101-1-1-0004,33.02,
1673164680000,2023-01-08T07:58:00Z,101-1-1-0004,33.03,
1673164740000,2023-01-08T07:59:00Z,101-1-1-0004,33.06,
1673164800000,2023-01-08T08:00:00Z,101-1-1-0004,33.06,
1673164860000,2023-01-08T08:01:00Z,101-1-1-0004,33.01,
1673164920000,2023-01-08T08:02:00Z,101-1-1-0004,32.98,
1673164980000,2023-01-08T08:03:00Z,101-1-1-0004,32.96,
1673165040000,2023-01-08T08:04:00Z,101-1-1-0004,32.96,
1673165100000,2023-01-08T08:05:00Z,101-1-1-0004,33.03,
1673165160000,2023-01-08T08:06:00Z,101-1-1-0004,33.02,
1673165220000,2023-01-08T08:07:00Z,101-1-1-0004,33.01,
1673165280000,2023-01-08T08:08:00Z,101-1-1-0004,33.0,
1673165340000,2023-01-08T08:09:00Z,101-1-1-0004,32.98,
1673165400000,2023-01-08T08:10:00Z,101-1-1-0004,32.97,
1673165460000,2023-01-08T08:11:00Z,101-1-1-0004,32.99,
1673165520000,2023-01-08T08:12:00Z,101-1-1-0004,33.01,
1673165580000,2023-01-08T08:13:00Z,101-1-1-0004,32.99,
1673165640000,2023-01-08T08:14:00Z,101-1-1-0004,32.99,
1673165700000,2023-01-08T08:15:00Z,101-1-1-0004,33.0,
1673165760000,2023-01-08T08:16:00Z,101-1-1-0004,33.0,
1673165820000,2023-01-08T08:17:00Z,101-1-1-0004,32.99,
1673165880000,2023-01-08T08:18:00Z,101-1-1-0004,32.94,
1673165940000,2023-01-08T08:19:00Z,101-1-1-0004,32.88,
1673166000000,2023-01-08T08:20:00Z,101-1-1-0004,32.84,
1673166060000,2023-01-08T08:21:00Z,101-1-1-0004,32.8,
1673166120000,2023-01-08T08:22:00Z,101-1-1-0004,32.8,
1673166180000,2023-01-08T08:23:00Z,101-1-1-0004,32.81,
1673166240000,2023-01-08T08:24:00Z,101-1-1-0004,32.81,
1673166300000,2023-01-08T08:25:00Z,101-1-1-0004,32.8,
1673166360000,2023-01-08T08:26:00Z,101-1-1-0004,32.78,
1673166420000,2023-01-08T08:27:00Z,101-1-1-0004,32.79,
1673166480000,2023-01-08T08:28:00Z,101-1-1-0004,32.79,
1673166540000,2023-01-08T08:29:00Z,101-1-1-0004,32.78,
1673166600000,2023-01-08T08:30:00Z,101-1-1-0004,32.76,
1673166660000,2023-01-08T08:31:00Z,101-1-1-0004,32.74,
1673166720000,2023-01-08T08:32:00Z,101-1-1-0004,32.69,
1673166780000,2023-01-08T08:33:00Z,101-1-1-0004,32.63,
1673166840000,2023-01-08T08:34:00Z,101-1-1-0004,32.57,
1673166900000,2023-01-08T08:35:00Z,101-1-1-0004,32.51,
1673166960000,2023-01-08T08:36:00Z,101-1-1-0004,32.46,
1673167020000,2023-01-08T08:37:00Z,101-1-1-0004,32.4,
1673167080000,2023-01-08T08:38:00Z,101-1-1-0004,32.32,
1673167140000,2023-01-08T08:39:00Z,101-1-1-0004,32.19,
1673167200000,2023-01-08T08:40:00Z,101-1-1-0004,32.12,
1673167260000,2023-01-08T08:41:00Z,101-1-1-0004,32.23,
1673167320000,2023-01-08T08:42:00Z,101-1-1-0004,32.38,
1673167380000,2023-01-08T08:43:00Z,101-1-1-0004,32.54,
1673167440000,2023-01-08T08:44:00Z,101-1-1-0004,32.71,
1673167500000,2023-01-08T08:45:00Z,101-1-1-0004,32.87,
1673167560000,2023-01-08T08:46:00Z,101-1-1-0004,32.96,
1673167620000,2023-01-08T08:47:00Z,101-1-1-0004,33.08,
1673167680000,2023-01-08T08:48:00Z,101-1-1-0004,33.18,
1673167740000,2023-01-08T08:49:00Z,101-1-1-0004,33.26,
1673167800000,2023-01-08T08:50:00Z,101-1-1-0004,33.38,
1673167860000,2023-01-08T08:51:00Z,101-1-1-0004,33.42,
1673167920000,2023-01-08T08:52:00Z,101-1-1-0004,33.41,
1673167980000,2023-01-08T08:53:00Z,101-1-1-0004,33.4,
1673168040000,2023-01-08T08:54:00Z,101-1-1-0004,33.39,
1673168100000,2023-01-08T08:55:00Z,101-1-1-0004,33.29,
1673168160000,2023-01-08T08:56:00Z,101-1-1-0004,33.1,
1673168220000,2023-01-08T08:57:00Z,101-1-1-0004,32.93,
1673168280000,2023-01-08T08:58:00Z,101-1-1-0004,32.74,
1673168340000,2023-01-08T08:59:00Z,101-1-1-0004,32.58,
1673168400000,2023-01-08T09:00:00Z,101-1-1-0004,32.46,
1673168460000,2023-01-08T09:01:00Z,101-1-1-0004,32.39,
1673168520000,2023-01-08T09:02:00Z,101-1-1-0004,32.35,
1673168580000,2023-01-08T09:03:00Z,101-1-1-0004,32.3,
1673168640000,2023-01-08T09:04:00Z,101-1-1-0004,32.24,
1673168700000,2023-01-08T09:05:00Z,101-1-1-0004,32.11,
1673168760000,2023-01-08T09:06:00Z,101-1-1-0004,31.99,
1673168820000,2023-01-08T09:07:00Z,101-1-1-0004,31.88,
1673168880000,2023-01-08T09:08:00Z,101-1-1-0004,31.69,
1673168940000,2023-01-08T09:09:00Z,101-1-1-0004,31.3,
1673169000000,2023-01-08T09:10:00Z,101-1-1-0004,30.85,
1673169060000,2023-01-08T09:11:00Z,101-1-1-0004,30.57,
1673169120000,2023-01-08T09:12:00Z,101-1-1-0004,30.44,
1673169180000,2023-01-08T09:13:00Z,101-1-1-0004,30.29,
1673169240000,2023-01-08T09:14:00Z,101-1-1-0004,30.17,
1673169300000,2023-01-08T09:15:00Z,101-1-1-0004,30.01,
1673169360000,2023-01-08T09:16:00Z,101-1-1-0004,29.89,
1673169420000,2023-01-08T09:17:00Z,101-1-1-0004,29.77,
1673169480000,2023-01-08T09:18:00Z,101-1-1-0004,29.66,
1673169540000,2023-01-08T09:19:00Z,101-1-1-0004,29.66,
1673169600000,2023-01-08T09:20:00Z,101-1-1-0004,29.69,
1673169660000,2023-01-08T09:21:00Z,101-1-1-0004,29.71,
1673169720000,2023-01-08T09:22:00Z,101-1-1-0004,29.83,
1673169780000,2023-01-08T09:23:00Z,101-1-1-0004,30.02,
1673169840000,2023-01-08T09:24:00Z,101-1-1-0004,30.06,
1673169900000,2023-01-08T09:25:00Z,101-1-1-0004,30.06,
1673169960000,2023-01-08T09:26:00Z,101-1-1-0004,30.0,
1673170020000,2023-01-08T09:27:00Z,101-1-1-0004,30.11,
1673170080000,2023-01-08T09:28:00Z,101-1-1-0004,30.22,
1673170140000,2023-01-08T09:29:00Z,101-1-1-0004,30.27,
1673170200000,2023-01-08T09:30:00Z,101-1-1-0004,30.45,
1673170260000,2023-01-08T09:31:00Z,101-1-1-0004,30.64,
1673170320000,2023-01-08T09:32:00Z,101-1-1-0004,30.78,
1673170380000,2023-01-08T09:33:00Z,101-1-1-0004,30.86,
1673170440000,2023-01-08T09:34:00Z,101-1-1-0004,30.76,
1673170500000,2023-01-08T09:35:00Z,101-1-1-0004,30.66,
1673170560000,2023-01-08T09:36:00Z,101-1-1-0004,30.66,
1673170620000,2023-01-08T09:37:00Z,101-1-1-0004,30.7,
1673170680000,2023-01-08T09:38:00Z,101-1-1-0004,30.8,
1673170740000,2023-01-08T09:39:00Z,101-1-1-0004,30.97,
1673170800000,2023-01-08T09:40:00Z,101-1-1-0004,30.87,
1673170860000,2023-01-08T09:41:00Z,101-1-1-0004,30.86,
1673170920000,2023-01-08T09:42:00Z,101-1-1-0004,30.98,
1673170980000,2023-01-08T09:43:00Z,101-1-1-0004,31.13,
1673171040000,2023-01-08T09:44:00Z,101-1-1-0004,31.14,
1673171100000,2023-01-08T09:45:00Z,101-1-1-0004,31.04,
1673171160000,2023-01-08T09:46:00Z,101-1-1-0004,30.87,
1673171220000,2023-01-08T09:47:00Z,101-1-1-0004,30.82,
1673171280000,2023-01-08T09:48:00Z,101-1-1-0004,30.88,
1673171340000,2023-01-08T09:49:00Z,101-1-1-0004,31.03,
1673171400000,2023-01-08T09:50:00Z,101-1-1-0004,31.02,
1673171460000,2023-01-08T09:51:00Z,101-1-1-0004,31.09,
1673171520000,2023-01-08T09:52:00Z,101-1-1-0004,31.12,
1673171580000,2023-01-08T09:53:00Z,101-1-1-0004,31.14,
1673171640000,2023-01-08T09:54:00Z,101-1-1-0004,31.28,
1673171700000,2023-01-08T09:55:00Z,101-1-1-0004,31.36,
1673171760000,2023-01-08T09:56:00Z,101-1-1-0004,31.4,
1673171820000,2023-01-08T09:57:00Z,101-1-1-0004,31.57,
1673171880000,2023-01-08T09:58:00Z,101-1-1-0004,31.71,
1673171940000,2023-01-08T09:59:00Z,101-1-1-0004,31.91,
1673172000000,2023-01-08T10:00:00Z,101-1-1-0004,32.1,
1673172060000,2023-01-08T10:01:00Z,101-1-1-0004,32.08,
1673172120000,2023-01-08T10:02:00Z,101-1-1-0004,32.08,
1673172180000,2023-01-08T10:03:00Z,101-1-1-0004,32.06,
1673172240000,2023-01-08T10:04:00Z,101-1-1-0004,32.03,
1673172300000,2023-01-08T10:05:00Z,101-1-1-0004,32.02,
1673172360000,2023-01-08T10:06:00Z,101-1-1-0004,32.08,
1673172420000,2023-01-08T10:07:00Z,101-1-1-0004,32.1,
1673172480000,2023-01-08T10:08:00Z,101-1-1-0004,32.15,
1673172540000,2023-01-08T10:09:00Z,101-1-1-0004,32.33,
1673172600000,2023-01-08T10:10:00Z,101-1-1-0004,32.43,
1673172660000,2023-01-08T10:11:00Z,101-1-1-0004,32.46,
1673172720000,2023-01-08T10:12:00Z,101-1-1-0004,32.54,
1673172780000,2023-01-08T10:13:00Z,101-1-1-0004,32.61,
1673172840000,2023-01-08T10:14:00Z,101-1-1-0004,32.59,
1673172900000,2023-01-08T10:15:00Z,101-1-1-0004,32.59,
1673172960000,2023-01-08T10:16:00Z,101-1-1-0004,32.62,
1673173020000,2023-01-08T10:17:00Z,101-1-1-0004,32.62,
1673173080000,2023-01-08T10:18:00Z,101-1-1-0004,32.69,
1673173140000,2023-01-08T10:19:00Z,101-1-1-0004,32.68,
1673173200000,2023-01-08T10:20:00Z,101-1-1-0004,32.64,
1673173260000,2023-01-08T10:21:00Z,101-1-1-0004,32.61,
1673173320000,2023-01-08T10:22:00Z,101-1-1-0004,32.91,
1673173380000,2023-01-08T10:23:00Z,101-1-1-0004,32.92,
1673173440000,2023-01-08T10:24:00Z,101-1-1-0004,32.89,
1673173500000,2023-01-08T10:25:00Z,101-1-1-0004,32.74,
1673173560000,2023-01-08T10:26:00Z,101-1-1-0004,32.62,
1673173620000,2023-01-08T10:27:00Z,101-1-1-0004,32.65,
1673173680000,2023-01-08T10:28:00Z,101-1-1-0004,32.69,
1673173740000,2023-01-08T10:29:00Z,101-1-1-0004,32.75,
1673173800000,2023-01-08T10:30:00Z,101-1-1-0004,32.9,
1673173860000,2023-01-08T10:31:00Z,101-1-1-0004,33.01,
1673173920000,2023-01-08T10:32:00Z,101-1-1-0004,33.05,
1673173980000,2023-01-08T10:33:00Z,101-1-1-0004,33.13,
1673174040000,2023-01-08T10:34:00Z,101-1-1-0004,33.19,
1673174100000,2023-01-08T10:35:00Z,101-1-1-0004,33.27,
1673174160000,2023-01-08T10:36:00Z,101-1-1-0004,33.21,
1673174220000,2023-01-08T10:37:00Z,101-1-1-0004,33.23,
1673174280000,2023-01-08T10:38:00Z,101-1-1-0004,33.35,
1673174340000,2023-01-08T10:39:00Z,101-1-1-0004,33.73,
1673174400000,2023-01-08T10:40:00Z,101-1-1-0004,33.95,
1673174460000,2023-01-08T10:41:00Z,101-1-1-0004,33.83,
1673174520000,2023-01-08T10:42:00Z,101-1-1-0004,33.6,
1673174580000,2023-01-08T10:43:00Z,101-1-1-0004,33.39,
1673174640000,2023-01-08T10:44:00Z,101-1-1-0004,33.25,
1673174700000,2023-01-08T10:45:00Z,101-1-1-0004,33.11,
1673174760000,2023-01-08T10:46:00Z,101-1-1-0004,33.01,
1673174820000,2023-01-08T10:47:00Z,101-1-1-0004,33.01,
1673174880000,2023-01-08T10:48:00Z,101-1-1-0004,33.01,
1673174940000,2023-01-08T10:49:00Z,101-1-1-0004,33.03,
1673175000000,2023-01-08T10:50:00Z,101-1-1-0004,33.06,
1673175060000,2023-01-08T10:51:00Z,101-1-1-0004,33.05,
1673175120000,2023-01-08T10:52:00Z,101-1-1-0004,32.94,
1673175180000,2023-01-08T10:53:00Z,101-1-1-0004,32.72,
1673175240000,2023-01-08T10:54:00Z,101-1-1-0004,32.46,
1673175300000,2023-01-08T10:55:00Z,101-1-1-0004,32.22,
1673175360000,2023-01-08T10:56:00Z,101-1-1-0004,31.93,
1673175420000,2023-01-08T10:57:00Z,101-1-1-0004,31.61,
1673175480000,2023-01-08T10:58:00Z,101-1-1-0004,31.37,
1673175540000,2023-01-08T10:59:00Z,101-1-1-0004,31.08,
1673175600000,2023-01-08T11:00:00Z,101-1-1-0004,30.84,
1673175660000,2023-01-08T11:01:00Z,101-1-1-0004,30.79,
1673175720000,2023-01-08T11:02:00Z,101-1-1-0004,30.78,
1673175780000,2023-01-08T11:03:00Z,101-1-1-0004,30.71,
1673175840000,2023-01-08T11:04:00Z,101-1-1-0004,30.61,
1673175900000,2023-01-08T11:05:00Z,101-1-1-0004,30.47,
1673175960000,2023-01-08T11:06:00Z,101-1-1-0004,30.29,
1673176020000,2023-01-08T11:07:00Z,101-1-1-0004,30.08,
1673176080000,2023-01-08T11:08:00Z,101-1-1-0004,29.9,
1673176140000,2023-01-08T11:09:00Z,101-1-1-0004,29.78,
1673176200000,2023-01-08T11:10:00Z,101-1-1-0004,29.6,
1673176260000,2023-01-08T11:11:00Z,101-1-1-0004,29.37,
1673176320000,2023-01-08T11:12:00Z,101-1-1-0004,29.31,
1673176380000,2023-01-08T11:13:00Z,101-1-1-0004,29.28,
1673176440000,2023-01-08T11:14:00Z,101-1-1-0004,29.22,
1673176500000,2023-01-08T11:15:00Z,101-1-1-0004,29.16,
1673176560000,2023-01-08T11:16:00Z,101-1-1-0004,29.11,
1673176620000,2023-01-08T11:17:00Z,101-1-1-0004,29.08,
1673176680000,2023-01-08T11:18:00Z,101-1-1-0004,29.1,
1673176740000,2023-01-08T11:19:00Z,101-1-1-0004,29.07,
1673176800000,2023-01-08T11:20:00Z,101-1-1-0004,29.17,
1673176860000,2023-01-08T11:21:00Z,101-1-1-0004,29.43,
1673176920000,2023-01-08T11:22:00Z,101-1-1-0004,29.68,
1673176980000,2023-01-08T11:23:00Z,101-1-1-0004,29.85,
1673177040000,2023-01-08T11:24:00Z,101-1-1-0004,29.85,
1673177100000,2023-01-08T11:25:00Z,101-1-1-0004,29.86,
1673177160000,2023-01-08T11:26:00Z,101-1-1-0004,29.92,
1673177220000,2023-01-08T11:27:00Z,101-1-1-0004,29.93,
1673177280000,2023-01-08T11:28:00Z,101-1-1-0004,29.97,
1673177340000,2023-01-08T11:29:00Z,101-1-1-0004,30.13,
1673177400000,2023-01-08T11:30:00Z,101-1-1-0004,30.42,
1673177460000,2023-01-08T11:31:00Z,101-1-1-0004,30.57,
1673177520000,2023-01-08T11:32:00Z,101-1-1-0004,30.74,
1673177580000,2023-01-08T11:33:00Z,101-1-1-0004,30.97,
1673177640000,2023-01-08T11:34:00Z,101-1-1-0004,31.13,
1673177700000,2023-01-08T11:35:00Z,101-1-1-0004,31.06,
1673177760000,2023-01-08T11:36:00Z,101-1-1-0004,30.94,
1673177820000,2023-01-08T11:37:00Z,101-1-1-0004,30.82,
1673177880000,2023-01-08T11:38:00Z,101-1-1-0004,30.77,
1673177940000,2023-01-08T11:39:00Z,101-1-1-0004,30.77,
1673178000000,2023-01-08T11:40:00Z,101-1-1-0004,30.7,
1673178060000,2023-01-08T11:41:00Z,101-1-1-0004,30.55,
1673178120000,2023-01-08T11:42:00Z,101-1-1-0004,30.35,
1673178180000,2023-01-08T11:43:00Z,101-1-1-0004,30.26,
1673178240000,2023-01-08T11:44:00Z,101-1-1-0004,30.21,
1673178300000,2023-01-08T11:45:00Z,101-1-1-0004,,device_not_recording
1673178360000,2023-01-08T11:46:00Z,101-1-1-0004,,device_not_recording
1673178420000,2023-01-08T11:47:00Z,101-1-1-0004,30.3,
1673178480000,2023-01-08T11:48:00Z,101-1-1-0004,30.31,
1673178540000,2023-01-08T11:49:00Z,101-1-1-0004,30.43,
1673178600000,2023-01-08T11:50:00Z,101-1-1-0004,30.69,
1673178660000,2023-01-08T11:51:00Z,101-1-1-0004,30.98,
1673178720000,2023-01-08T11:52:00Z,101-1-1-0004,31.3,
1673178780000,2023-01-08T11:53:00Z,101-1-1-0004,31.63,
1673178840000,2023-01-08T11:54:00Z,101-1-1-0004,31.73,
1673178900000,2023-01-08T11:55:00Z,101-1-1-0004,31.84,
1673178960000,2023-01-08T11:56:00Z,101-1-1-0004,32.12,
1673179020000,2023-01-08T11:57:00Z,101-1-1-0004,32.44,
1673179080000,2023-01-08T11:58:00Z,101-1-1-0004,32.67,
1673179140000,2023-01-08T11:59:00Z,101-1-1-0004,32.82,
1673179200000,2023-01-08T12:00:00Z,101-1-1-0004,32.86,
1673179260000,2023-01-08T12:01:00Z,101-1-1-0004,32.92,
1673179320000,2023-01-08T12:02:00Z,101-1-1-0004,32.99,
1673179380000,2023-01-08T12:03:00Z,101-1-1-0004,32.99,
1673179440000,2023-01-08T12:04:00Z,101-1-1-0004,32.9,
1673179500000,2023-01-08T12:05:00Z,101-1-1-0004,32.97,
1673179560000,2023-01-08T12:06:00Z,101-1-1-0004,32.98,
1673179620000,2023-01-08T12:07:00Z,101-1-1-0004,32.94,
1673179680000,2023-01-08T12:08:00Z,101-1-1-0004,32.96,
1673179740000,2023-01-08T12:09:00Z,101-1-1-0004,33.09,
1673179800000,2023-01-08T12:10:00Z,101-1-1-0004,33.12,
1673179860000,2023-01-08T12:11:00Z,101-1-1-0004,33.04,
1673179920000,2023-01-08T12:12:00Z,101-1-1-0004,33.13,
1673179980000,2023-01-08T12:13:00Z,101-1-1-0004,33.0,
1673180040000,2023-01-08T12:14:00Z,101-1-1-0004,32.98,
1673180100000,2023-01-08T12:15:00Z,101-1-1-0004,33.02,
1673180160000,2023-01-08T12:16:00Z,101-1-1-0004,32.98,
1673180220000,2023-01-08T12:17:00Z,101-1-1-0004,33.12,
1673180280000,2023-01-08T12:18:00Z,101-1-1-0004,33.2,
1673180340000,2023-01-08T12:19:00Z,101-1-1-0004,33.24,
1673180400000,2023-01-08T12:20:00Z,101-1-1-0004,33.19,
1673180460000,2023-01-08T12:21:00Z,101-1-1-0004,33.14,
1673180520000,2023-01-08T12:22:00Z,101-1-1-0004,33.06,
1673180580000,2023-01-08T12:23:00Z,101-1-1-0004,33.02,
1673180640000,2023-01-08T12:24:00Z,101-1-1-0004,33.06,
1673180700000,2023-01-08T12:25:00Z,101-1-1-0004,33.07,
1673180760000,2023-01-08T12:26:00Z,101-1-1-0004,33.04,
1673180820000,2023-01-08T12:27:00Z,101-1-1-0004,33.06,
1673180880000,2023-01-08T12:28:00Z,101-1-1-0004,32.93,
1673180940000,2023-01-08T12:29:00Z,101-1-1-0004,33.01,
1673181000000,2023-01-08T12:30:00Z,101-1-1-0004,33.04,
1673181060000,2023-01-08T12:31:00Z,101-1-1-0004,33.01,
1673181120000,2023-01-08T12:32:00Z,101-1-1-0004,32.93,
1673181180000,2023-01-08T12:33:00Z,101-1-1-0004,32.94,
1673181240000,2023-01-08T12:34:00Z,101-1-1-0004,32.84,
1673181300000,2023-01-08T12:35:00Z,101-1-1-0004,32.77,
1673181360000,2023-01-08T12:36:00Z,101-1-1-0004,32.72,
1673181420000,2023-01-08T12:37:00Z,101-1-1-0004,32.7,
1673181480000,2023-01-08T12:38:00Z,101-1-1-0004,32.68,
1673181540000,2023-01-08T12:39:00Z,101-1-1-0004,32.68,
1673181600000,2023-01-08T12:40:00Z,101-1-1-0004,32.51,
1673181660000,2023-01-08T12:41:00Z,101-1-1-0004,32.27,
1673181720000,2023-01-08T12:42:00Z,101-1-1-0004,32.06,
1673181780000,2023-01-08T12:43:00Z,101-1-1-0004,31.95,
1673181840000,2023-01-08T12:44:00Z,101-1-1-0004,31.96,
1673181900000,2023-01-08T12:45:00Z,101-1-1-0004,31.91,
1673181960000,2023-01-08T12:46:00Z,101-1-1-0004,31.77,
1673182020000,2023-01-08T12:47:00Z,101-1-1-0004,31.61,
1673182080000,2023-01-08T12:48:00Z,101-1-1-0004,31.48,
1673182140000,2023-01-08T12:49:00Z,101-1-1-0004,31.34,
1673182200000,2023-01-08T12:50:00Z,101-1-1-0004,31.16,
1673182260000,2023-01-08T12:51:00Z,101-1-1-0004,31.02,
1673182320000,2023-01-08T12:52:00Z,101-1-1-0004,30.89,
1673182380000,2023-01-08T12:53:00Z,101-1-1-0004,30.74,
1673182440000,2023-01-08T12:54:00Z,101-1-1-0004,30.61,
1673182500000,2023-01-08T12:55:00Z,101-1-1-0004,30.58,
1673182560000,2023-01-08T12:56:00Z,101-1-1-0004,30.49,
1673182620000,2023-01-08T12:57:00Z,101-1-1-0004,30.25,
1673182680000,2023-01-08T12:58:00Z,101-1-1-0004,30.07,
1673182740000,2023-01-08T12:59:00Z,101-1-1-0004,29.83,
1673182800000,2023-01-08T13:00:00Z,101-1-1-0004,29.57,
1673182860000,2023-01-08T13:01:00Z,101-1-1-0004,29.47,
1673182920000,2023-01-08T13:02:00Z,101-1-1-0004,29.42,
1673182980000,2023-01-08T13:03:00Z,101-1-1-0004,29.33,
1673183040000,2023-01-08T13:04:00Z,101-1-1-0004,29.26,
1673183100000,2023-01-08T13:05:00Z,101-1-1-0004,29.22,
1673183160000,2023-01-08T13:06:00Z,101-1-1-0004,29.15,
1673183220000,2023-01-08T13:07:00Z,101-1-1-0004,28.95,
1673183280000,2023-01-08T13:08:00Z,101-1-1-0004,28.68,
1673183340000,2023-01-08T13:09:00Z,101-1-1-0004,28.47,
1673183400000,2023-01-08T13:10:00Z,101-1-1-0004,28.43,
